state,zipcode,n1,numdep,agi,numfarm,taxamt,contrib,elderly,n2
GA,30303,1440,400,104046000,0,15072000,3160000,160,1800
GA,30305,14390,5140,4905463000,30,1015733000,322751000,3070,22750
GA,30306,12180,4820,2484956000,40,471787000,107639000,1990,20460
GA,30307,10420,4340,1606401000,0,278719000,51846000,1680,17540
GA,30308,10710,1950,1285124000,0,239237000,20951000,780,13770
GA,30309,17060,3070,3045659000,30,587231000,154347000,2250,22880
GA,30310,11630,7490,402810000,0,29856000,5565000,1620,19900
GA,30311,13750,10260,501525000,0,39364000,15321000,3130,25150
GA,30312,11740,4450,898662000,0,120070000,16693000,840,17770
GA,30313,2020,830,139831000,0,19629000,2472000,160,2940
GA,30314,6470,4600,173645000,0,10113000,2254000,840,11130
GA,30315,12650,10790,470746000,0,40931000,5975000,1400,24320
GA,30316,16670,7200,1181658000,0,146750000,16223000,2080,26920
GA,30317,6660,3220,606045000,0,82154000,8471000,710,11610
GA,30318,23750,12800,1848651000,0,260577000,47754000,2310,39770
GA,30319,20420,9540,4059622000,40,745569000,187775000,4240,36360
GA,30324,15970,4740,1669155000,0,262312000,44763000,2080,23340
GA,30326,4670,810,936998000,0,186635000,45685000,780,6150
GA,30327,11130,7100,6268023000,60,1337066000,621375000,3350,21940
GA,30328,19500,8810,3131190000,50,561720000,129924000,4330,34380
GA,30329,12720,8190,1099973000,0,144164000,57211000,1820,23410
GA,30331,25740,18250,1175006000,0,107121000,41543000,5410,46720
GA,30336,810,510,95355000,0,18084000,4245000,80,1370
GA,30337,4750,3340,214710000,0,21669000,5719000,830,8580
GA,30338,16920,11040,2467689000,30,385527000,74790000,4200,34840
GA,30339,17180,4670,2292826000,30,378506000,102386000,2750,25130
GA,30340,12720,9300,621213000,0,59253000,8147000,1910,25050
GA,30341,14710,8850,1127761000,0,145147000,19042000,2290,27350
GA,30342,14790,9020,3041194000,30,587442000,171824000,2640,27680
GA,30344,14890,10240,584086000,0,43666000,9676000,2560,26670
GA,30345,11440,6910,1346197000,30,210547000,40041000,2560,21850
GA,30346,3190,1000,256108000,0,33906000,2669000,220,4870
GA,30349,35850,27370,1405671000,0,99542000,41678000,5410,66560
GA,30350,17290,7910,2047290000,30,351620000,74951000,3090,28970
GA,30354,6360,5320,215893000,0,14994000,3005000,900,12290
GA,30360,6660,4830,454955000,0,52792000,8036000,1190,13510
GA,30363,1730,320,217596000,0,35148000,5951000,120,2240
GA,30401,5050,4280,206011000,180,15019000,3655000,1140,10560
GA,30410,610,450,30317000,60,2420000,364000,160,1280
GA,30411,920,820,35851000,80,2110000,517000,190,2020
GA,30413,610,420,24031000,50,1464000,383000,180,1190
GA,30415,3120,2430,186067000,130,14071000,2373000,740,6780
GA,30417,3840,3050,180719000,210,16296000,2452000,890,7900
GA,30420,680,480,29466000,70,2068000,769000,180,1410
GA,30421,1200,850,52631000,100,3970000,841000,300,2400
GA,30425,520,420,22475000,70,1488000,156000,110,1110
GA,30426,410,290,17101000,30,1212000,106000,100,790
GA,30427,4120,3450,196978000,280,15785000,3077000,940,8800
GA,30428,810,700,33287000,80,2006000,245000,200,1770
GA,30434,2120,1830,84929000,110,5714000,1930000,540,4390
GA,30436,4270,3640,198284000,250,15464000,6906000,920,9150
GA,30439,3780,3030,167707000,210,12250000,2733000,860,7890
GA,30441,750,610,32423000,80,1953000,378000,190,1620
GA,30442,2910,2180,116406000,220,8064000,1641000,680,5780
GA,30445,1000,790,38965000,60,2465000,510000,210,2090
GA,30446,570,470,25924000,30,1674000,319000,130,1230
GA,30450,1020,870,37696000,60,2098000,399000,230,2170
GA,30452,620,450,29240000,40,2334000,624000,140,1250
GA,30453,2310,2170,97465000,130,5947000,1457000,440,5070
GA,30454,260,210,12723000,30,757000,0,60,580
GA,30455,250,170,11145000,0,805000,0,70,510
GA,30456,750,630,30487000,50,1968000,322000,180,1570
GA,30457,2180,1720,91651000,180,6285000,1362000,500,4480
GA,30458,13670,8590,649649000,210,61691000,14032000,2350,24520
GA,30461,6390,4650,390957000,170,36618000,7593000,1410,13240
GA,30467,4570,3410,219566000,280,18710000,2826000,1160,9330
GA,30470,350,270,19283000,60,1454000,255000,90,770
GA,30471,1590,1300,65516000,120,4346000,754000,360,3370
GA,30473,980,720,45760000,80,3231000,600000,210,2050
GA,30474,5980,4870,306123000,170,26315000,6927000,1380,12500
GA,30477,1180,1030,45953000,40,3435000,853000,260,2440
GA,30501,11740,10500,630482000,30,64478000,16803000,2220,24830
GA,30504,12130,9960,655130000,20,59118000,21126000,2630,25280
GA,30506,20130,12460,1765924000,180,219192000,66111000,5630,40210
GA,30507,12740,12150,557713000,70,38216000,6354000,1840,28330
GA,30510,2700,2060,124799000,50,8630000,1431000,530,5680
GA,30511,1510,1110,74230000,40,5358000,1272000,330,3150
GA,30512,8670,3970,491822000,160,43547000,9030000,3770,16590
GA,30513,5040,2500,307916000,50,31550000,5391000,1850,9610
GA,30516,740,630,32205000,50,1863000,295000,150,1630
GA,30517,7360,5470,733703000,40,100124000,26652000,1530,15720
GA,30518,23550,19300,1730247000,30,192855000,39340000,4120,50830
GA,30519,22850,17790,1606927000,40,162713000,39365000,4010,48280
GA,30520,1670,1260,75795000,150,5390000,572000,390,3530
GA,30521,2110,1470,99062000,220,6912000,867000,510,4330
GA,30522,510,180,34311000,0,3541000,279000,260,950
GA,30523,5720,3170,384829000,160,40171000,8004000,1930,11230
GA,30525,3780,2060,204511000,50,19340000,2618000,1320,7120
GA,30527,2050,1420,138161000,80,13188000,4306000,540,4300
GA,30528,9970,6020,506746000,210,41002000,8876000,2790,19740
GA,30529,5070,3680,255486000,60,19394000,4528000,1030,10310
GA,30530,2730,1910,132000000,120,9499000,2537000,610,5610
GA,30531,4730,3760,230335000,60,18268000,3984000,1070,10010
GA,30533,10540,5610,628374000,130,60550000,9784000,3000,19880
GA,30534,13350,8090,915899000,150,93954000,19992000,3360,26510
GA,30535,3120,1910,163655000,50,13014000,2817000,830,6190
GA,30536,3270,1710,193872000,100,18155000,2508000,1170,6430
GA,30537,630,240,38126000,0,3788000,631000,290,1110
GA,30538,1270,870,55408000,60,3614000,691000,300,2630
GA,30540,7940,4940,426692000,100,38842000,9056000,2610,16020
GA,30541,780,440,44600000,0,4160000,849000,290,1530
GA,30542,17290,11240,1294663000,50,145906000,32486000,3890,34450
GA,30543,2020,1780,95883000,90,6430000,1228000,360,4470
GA,30545,580,210,30055000,0,2757000,232000,210,990
GA,30546,3470,1360,208552000,50,20702000,3495000,1610,6390
GA,30547,1460,970,77118000,100,5990000,1259000,330,3000
GA,30548,9620,6520,834867000,70,91203000,21116000,3140,20520
GA,30549,11350,9260,794136000,170,75253000,15266000,2360,25150
GA,30552,740,360,48842000,0,5497000,915000,280,1370
GA,30553,3260,2140,186406000,130,18040000,3512000,930,6550
GA,30554,3440,2320,185955000,140,15704000,2914000,750,7040
GA,30555,940,490,42423000,0,3269000,271000,290,1750
GA,30557,2020,1230,103416000,110,8853000,1807000,540,4010
GA,30558,2150,1570,106030000,100,8063000,1647000,450,4510
GA,30559,1870,940,104563000,40,9919000,1351000,700,3640
GA,30560,2060,940,112603000,30,10173000,1316000,870,3910
GA,30563,2360,1700,115738000,40,7881000,1821000,550,4890
GA,30564,2120,1180,124131000,50,10609000,2800000,580,4150
GA,30565,2120,1470,103255000,70,7746000,1010000,450,4290
GA,30566,4250,2700,240208000,0,26642000,5378000,890,7980
GA,30567,1780,1310,102330000,50,8373000,1466000,380,3750
GA,30568,880,500,48778000,0,4450000,369000,310,1710
GA,30571,1470,570,102099000,20,9959000,2219000,700,2720
GA,30572,460,180,26236000,0,2508000,190000,230,860
GA,30575,690,520,35553000,30,2693000,443000,130,1470
GA,30576,1110,650,68130000,0,7216000,760000,370,2190
GA,30577,8780,5890,425143000,130,35619000,6840000,2240,17570
GA,30582,2180,880,122948000,30,11204000,1862000,960,4030
GA,30601,8050,5630,320388000,0,23996000,4760000,920,14460
GA,30605,14900,6610,770898000,70,75086000,14883000,2910,24080
GA,30606,18750,10240,1492006000,70,191299000,62159000,4340,33630
GA,30607,4650,3590,254303000,40,24818000,4557000,970,9500
GA,30619,710,410,42551000,30,3660000,426000,220,1390
GA,30620,6480,5280,355369000,30,26582000,5878000,970,13930
GA,30621,2420,2240,262900000,60,34616000,9573000,560,5690
GA,30622,4630,3640,451833000,60,52830000,10114000,1130,10200
GA,30624,1060,740,45346000,80,3003000,472000,280,2190
GA,30625,1130,560,82137000,40,8744000,1628000,410,2170
GA,30627,880,650,38710000,70,2442000,430000,200,1840
GA,30628,3000,2090,156937000,90,12064000,2955000,690,6150
GA,30629,1960,1380,91943000,110,6949000,952000,460,4050
GA,30630,1050,740,45643000,50,3003000,540000,250,2100
GA,30631,580,400,23025000,30,1364000,356000,170,1140
GA,30633,3460,2220,171908000,190,13052000,1717000,840,7020
GA,30634,950,710,42247000,80,2602000,442000,230,2010
GA,30635,6240,4520,275447000,190,23639000,5614000,1570,12490
GA,30641,840,480,59954000,50,5939000,2080000,250,1700
GA,30642,6110,3350,803952000,110,127289000,37451000,2680,11990
GA,30643,6860,4320,373027000,180,34357000,6479000,2140,13380
GA,30646,3300,2430,165302000,80,12868000,3481000,790,6860
GA,30648,1110,740,58725000,60,5007000,1114000,270,2240
GA,30650,5800,4060,472338000,270,45634000,16512000,1560,11760
GA,30655,11210,8720,680119000,130,66555000,18521000,2390,23360
GA,30656,7500,4940,466581000,80,43296000,8764000,1810,15150
GA,30660,380,290,14614000,30,908000,0,110,770
GA,30662,3220,2270,149305000,230,11419000,2401000,720,6590
GA,30663,1400,930,84679000,50,7490000,1541000,380,2860
GA,30666,4450,3220,375059000,60,47035000,11683000,1030,9390
GA,30667,360,230,16402000,30,1133000,186000,90,710
GA,30668,690,410,32956000,50,2409000,340000,210,1330
GA,30669,1230,1020,43990000,30,2315000,559000,240,2530
GA,30673,2980,2130,139934000,190,11091000,2410000,830,5890
GA,30677,9210,6720,1019870000,200,136208000,42880000,2800,19890
GA,30678,490,280,30161000,30,3064000,358000,170,930
GA,30680,19620,14660,992680000,160,77290000,16006000,3620,40340
GA,30683,3410,2000,178466000,70,14564000,4016000,860,6470
GA,30701,15970,13410,817471000,240,65136000,14616000,2920,34400
GA,30705,12600,10470,567686000,180,39414000,7230000,2150,27260
GA,30707,6320,4350,331955000,160,25834000,4883000,1490,13090
GA,30708,150,120,6103000,0,382000,0,30,310
GA,30710,2620,1800,157475000,70,14282000,3255000,650,5440
GA,30711,1390,1000,57729000,60,3350000,312000,240,2890
GA,30720,11010,9020,758446000,40,86195000,35414000,2230,23090
GA,30721,21210,21570,851087000,100,52123000,8174000,3190,48160
GA,30725,1890,1290,107018000,0,9328000,1251000,490,3940
GA,30728,7310,5060,313868000,170,21052000,2696000,1530,14890
GA,30730,710,530,31331000,40,2072000,239000,160,1490
GA,30731,910,540,45451000,40,3289000,215000,280,1790
GA,30733,740,570,31348000,30,1937000,142000,140,1550
GA,30734,1240,900,60404000,70,4466000,443000,260,2650
GA,30735,2380,1950,99983000,80,6394000,668000,420,5150
GA,30736,17970,12180,1101201000,180,98040000,21406000,4240,37250
GA,30738,1480,840,84319000,50,7003000,1096000,460,3000
GA,30739,2370,1610,142483000,60,11518000,2312000,580,5030
GA,30740,3730,2490,291524000,80,39355000,10109000,880,7650
GA,30741,11200,7240,423619000,0,26752000,3188000,2570,21700
GA,30742,3110,1840,126323000,0,7954000,828000,720,5790
GA,30746,540,340,30366000,20,2530000,326000,160,1130
GA,30747,5660,4170,249203000,180,17296000,5183000,1280,11620
GA,30750,1320,880,156412000,0,21505000,7969000,450,2740
GA,30752,3690,2410,169668000,80,11982000,1498000,820,7440
GA,30753,2570,2220,104438000,40,6318000,818000,490,5560
GA,30755,3900,2830,179645000,60,13118000,2489000,770,8040
GA,30757,650,350,31528000,30,2571000,172000,200,1230
GA,30802,2800,1810,245850000,80,28589000,10832000,810,5830
GA,30803,330,220,14411000,30,874000,0,90,670
GA,30805,1110,730,49177000,30,3516000,681000,250,2220
GA,30808,1770,1380,78323000,40,5112000,1052000,380,3690
GA,30809,21800,17070,2079549000,110,246055000,58625000,5600,48240
GA,30810,750,530,34044000,60,2327000,284000,200,1520
GA,30813,18830,16110,1111944000,60,86301000,18680000,2800,42140
GA,30814,3980,2870,214259000,60,16681000,2981000,930,8300
GA,30815,17410,12870,749401000,70,50269000,17976000,4000,34300
GA,30816,750,550,35683000,50,2536000,514000,190,1530
GA,30817,3180,2000,162495000,100,13251000,2926000,990,6230
GA,30818,210,170,11058000,0,730000,0,60,470
GA,30820,410,320,19203000,40,1278000,0,110,880
GA,30821,370,260,16326000,0,1234000,0,110,710
GA,30823,670,460,29695000,50,2180000,492000,170,1310
GA,30824,7200,5550,332245000,150,25916000,6884000,1740,14520
GA,30828,1620,1230,61890000,70,4446000,845000,400,3170
GA,30830,5620,4770,291492000,200,26449000,5628000,1220,11570
GA,30833,1600,1280,63746000,40,4294000,1348000,380,3200
GA,30901,5080,4010,159263000,0,12265000,2474000,1030,9380
GA,30904,9780,6030,526768000,20,57137000,19647000,2100,17390
GA,30905,1840,1470,73152000,0,3610000,436000,70,3930
GA,30906,23630,19010,795779000,40,47552000,12551000,5070,46060
GA,30907,23040,13890,1683465000,70,187752000,49763000,6210,44620
GA,30909,20930,12120,1301060000,60,143068000,44488000,4660,37260
GA,31001,880,650,34641000,90,1976000,477000,250,1800
GA,31002,1050,800,45754000,80,3032000,516000,240,2200
