state,zipcode,n1,numdep,agi,numfarm,taxamt,contrib
MI,48393,9080,4610,572370000,0,60669000,4437000
MI,48401,670,320,29693000,40,2176000,0
MI,48412,2850,1380,161664000,70,13732000,746000
MI,48413,3690,1650,176647000,120,14531000,903000
MI,48414,1150,570,62156000,40,5073000,0
MI,48415,4630,2310,241792000,70,19231000,1364000
MI,48416,2150,1370,104633000,190,7571000,305000
MI,48417,1320,670,62592000,20,4697000,204000
MI,48418,2110,1230,124878000,50,10954000,414000
MI,48419,1110,580,52676000,80,4872000,0
MI,48420,10820,5150,543025000,70,44876000,3047000
MI,48421,3190,1620,175238000,40,14436000,799000
MI,48422,2860,1710,134268000,100,9998000,248000
MI,48423,16910,8650,960855000,60,89798000,6419000
MI,48426,380,260,16245000,40,994000,0
MI,48427,1230,670,49840000,110,3114000,68000
MI,48428,2520,1300,222177000,60,23591000,1247000
MI,48429,4280,2000,221981000,100,19206000,616000
MI,48430,19980,10490,1717942000,70,226204000,17233000
MI,48432,310,150,14130000,30,966000,0
MI,48433,13260,7100,825167000,80,81010000,9918000
MI,48435,980,550,42584000,30,2666000,0
MI,48436,1900,1010,119548000,40,11084000,702000
MI,48438,3510,2110,294239000,40,34353000,2581000
MI,48439,25760,14510,1964632000,40,227850000,22383000
MI,48441,1900,880,91591000,140,6605000,337000
MI,48442,10220,5490,663228000,40,66595000,3990000
MI,48444,4580,2870,235809000,120,18788000,1209000
MI,48445,660,310,30305000,60,2208000,0
MI,48446,14310,7080,782013000,130,68954000,4205000
MI,48449,1360,700,65120000,40,4996000,165000
MI,48450,2280,830,153763000,20,18079000,693000
MI,48451,7780,4500,628968000,40,73879000,4663000
MI,48453,2150,1370,102446000,140,7708000,380000
MI,48454,620,330,30493000,40,2278000,0
MI,48455,4030,1960,356498000,50,44660000,3239000
MI,48456,380,210,16809000,50,1020000,0
MI,48457,3810,2250,174320000,50,13024000,836000
MI,48458,8660,5260,288184000,30,17104000,1252000
MI,48460,1070,600,66256000,80,6157000,209000
MI,48461,3780,2470,200657000,170,15909000,946000
MI,48462,6720,3440,551567000,40,63307000,3451000
MI,48463,2210,990,116500000,40,9673000,382000
MI,48464,960,530,47054000,30,3472000,0
MI,48465,270,170,12761000,40,880000,0
MI,48466,750,440,33752000,40,2238000,0
MI,48467,1190,350,71374000,50,7341000,380000
MI,48468,620,220,26471000,40,1837000,0
MI,48469,660,240,40473000,0,4082000,271000
MI,48470,360,210,14849000,70,803000,0
MI,48471,2610,1330,117468000,130,9057000,583000
MI,48472,800,480,36255000,100,2445000,0
MI,48473,11460,5640,659160000,90,59098000,3916000
MI,48475,1360,680,72513000,130,6274000,119000
MI,48502,420,110,88388000,0,13894000,6404000
MI,48503,8760,5720,305713000,0,23694000,3101000
MI,48504,10030,7420,277856000,0,14500000,2238000
MI,48505,6750,5350,154009000,0,6417000,915000
MI,48506,10540,6720,359858000,0,21803000,925000
MI,48507,13150,8190,508331000,0,39116000,5029000
MI,48509,4870,2290,234725000,0,19139000,1328000
MI,48519,3890,1880,166206000,0,11960000,710000
MI,48529,4120,2600,126787000,0,7070000,135000
MI,48532,9140,5060,422898000,0,36800000,6694000
MI,48601,13850,10250,413555000,100,24190000,3968000
MI,48602,11940,7930,426624000,0,30888000,2638000
MI,48603,14040,6410,885413000,0,96567000,9250000
MI,48604,4930,2210,211651000,20,16663000,690000
MI,48607,560,240,15121000,0,1036000,0
MI,48609,6260,2740,443462000,30,53667000,4274000
MI,48610,1410,560,60456000,0,4712000,142000
MI,48611,3310,1730,203853000,60,18765000,996000
MI,48612,4070,1990,205530000,80,17271000,820000
MI,48613,490,250,22064000,30,1592000,0
MI,48614,590,280,25060000,30,1663000,0
MI,48615,1350,800,63573000,40,4154000,0
MI,48616,3560,1950,185842000,130,15141000,554000
MI,48617,3780,2580,195695000,210,15956000,1529000
MI,48618,2450,1300,117932000,120,9079000,164000
MI,48619,200,60,8440000,0,519000,0
MI,48621,600,320,25333000,0,1631000,0
MI,48622,2900,1630,141149000,60,11205000,294000
MI,48623,6450,3900,507310000,100,57284000,3543000
MI,48624,6690,3420,327017000,280,26248000,1786000
MI,48625,5280,2690,210461000,50,14801000,830000
MI,48626,2990,1550,198632000,100,17486000,1062000
MI,48628,920,420,61693000,20,6723000,332000
MI,48629,3510,1310,159597000,0,13577000,736000
MI,48631,2260,1010,132963000,30,12096000,551000
MI,48632,2100,1020,93992000,30,7303000,248000
MI,48634,2200,950,133350000,50,13543000,476000
MI,48635,670,280,30864000,0,2337000,0
MI,48636,410,170,16245000,0,1240000,0
MI,48637,1580,810,82326000,90,6195000,207000
MI,48638,6600,3100,369025000,0,35813000,3392000
MI,48640,15200,8040,1185762000,90,148868000,16582000
MI,48642,16010,9050,1415950000,100,193145000,16454000
MI,48647,1780,1060,73569000,60,5205000,441000
MI,48649,800,390,38231000,50,2777000,0
MI,48650,3370,1550,169078000,100,13587000,382000
MI,48651,2100,720,92424000,0,7485000,145000
MI,48652,750,390,37230000,30,2904000,0
MI,48653,4660,1750,241682000,0,22435000,756000
MI,48654,1050,450,43578000,0,3062000,0
MI,48655,2920,1510,157479000,100,13338000,411000
MI,48656,1650,680,63984000,0,4705000,0
MI,48657,3900,1690,258713000,0,29458000,1978000
MI,48658,2330,1190,110633000,80,9994000,57000
MI,48659,1230,680,53020000,40,3348000,0
MI,48661,5020,2430,242679000,70,20360000,1225000
MI,48662,650,360,37435000,50,3354000,0
MI,48701,580,320,26824000,20,1848000,0
MI,48703,1500,540,79430000,40,7314000,161000
MI,48705,230,60,9485000,0,641000,0
MI,48706,20250,9090,1107567000,100,106322000,6796000
MI,48708,12770,6250,560003000,40,47628000,2656000
MI,48720,500,230,28166000,30,2184000,0
MI,48721,200,50,9874000,0,759000,0
MI,48722,1570,680,72368000,0,5234000,559000
MI,48723,5340,2800,257775000,110,20307000,1375000
MI,48725,1110,330,61146000,30,5721000,320000
MI,48726,2770,1730,130662000,170,9566000,442000
MI,48727,540,330,24122000,30,1607000,0
MI,48728,150,50,7493000,0,776000,0
MI,48729,660,410,27361000,60,1702000,0
MI,48730,2240,850,118181000,20,11013000,485000
MI,48731,790,410,34791000,30,2404000,0
MI,48732,5530,2520,315070000,40,31900000,1494000
MI,48733,790,370,37728000,40,2643000,0
MI,48734,3880,1750,343970000,70,43707000,6809000
MI,48735,420,220,18212000,0,1198000,0
MI,48737,530,130,18324000,0,1151000,0
MI,48738,570,180,28983000,0,2305000,0
MI,48739,1750,630,75832000,50,5785000,335000
MI,48740,1100,450,55534000,40,4725000,201000
MI,48741,870,530,40218000,60,2664000,0
MI,48742,810,300,38832000,0,3204000,0
MI,48744,2050,1170,92877000,90,6348000,265000
MI,48745,580,250,23925000,0,1559000,0
MI,48746,3910,2040,190997000,120,14290000,1172000
MI,48747,740,370,42691000,50,3481000,0
MI,48748,790,270,35019000,0,2542000,0
MI,48749,510,240,21976000,0,1631000,0
MI,48750,4210,1780,181703000,0,13393000,557000
MI,48754,440,260,20059000,20,1343000,0
MI,48755,1550,610,105466000,60,11499000,1480000
MI,48756,1550,850,52927000,50,2992000,0
MI,48757,1780,870,99582000,80,8309000,523000
MI,48759,1650,760,79791000,50,5840000,439000
MI,48760,530,320,25127000,50,1736000,0
MI,48761,310,100,12030000,0,747000,0
MI,48762,550,230,27907000,0,2289000,0
MI,48763,2270,1010,117021000,40,10000000,615000
MI,48765,330,140,12520000,30,706000,0
MI,48766,500,250,17420000,20,983000,0
MI,48767,970,530,55149000,60,4043000,0
MI,48768,4530,2320,218696000,110,16754000,1254000
MI,48770,770,440,29489000,60,1838000,0
MI,48801,5140,3030,302793000,70,33344000,3404000
MI,48806,730,420,34035000,70,2341000,0
MI,48807,370,210,16174000,40,1014000,0
MI,48808,2860,1410,218915000,40,24735000,1688000
MI,48809,5200,2970,267875000,100,22397000,1228000
MI,48811,1390,890,63381000,80,4171000,384000
MI,48813,10000,5090,576446000,270,52262000,3256000
MI,48815,1130,660,76747000,50,8212000,505000
MI,48817,2850,1330,137762000,90,11007000,408000
MI,48818,1000,560,48667000,30,3571000,197000
MI,48819,1300,720,77913000,40,6700000,349000
MI,48820,8930,5490,843121000,110,109592000,9121000
MI,48821,3110,1350,220104000,20,22599000,2111000
MI,48822,1440,710,113760000,50,12795000,874000
MI,48823,17920,7770,1566665000,30,220759000,22557000
MI,48827,7690,4120,458513000,160,42320000,2534000
MI,48829,1460,830,59709000,50,3878000,312000
MI,48831,1540,890,72204000,110,5091000,113000
MI,48832,650,320,31237000,40,2248000,0
MI,48834,1030,670,46388000,50,3045000,0
MI,48835,1250,830,78932000,100,6355000,388000
MI,48836,6730,3970,404253000,100,35076000,1952000
MI,48837,9710,5190,710454000,100,78295000,5924000
MI,48838,8620,4950,443904000,70,36375000,3924000
MI,48840,6520,2960,485384000,30,56103000,4373000
MI,48841,400,200,20121000,40,1384000,0
MI,48842,10760,5690,700365000,20,70253000,6167000
MI,48843,23470,12930,1820948000,70,206989000,14781000
MI,48845,440,220,19849000,30,1366000,0
MI,48846,7060,4470,325754000,140,22560000,1055000
MI,48847,2760,1480,138423000,150,9986000,787000
MI,48848,3790,2100,264543000,140,26350000,1744000
MI,48849,2840,1670,161421000,120,13942000,861000
MI,48850,2050,1240,94526000,100,6985000,155000
MI,48851,1140,650,64778000,50,5779000,101000
MI,48854,9680,5400,664773000,160,69476000,6467000
MI,48855,8050,4610,586128000,80,59695000,3933000
MI,48856,400,220,16058000,40,902000,0
MI,48857,1190,660,65012000,40,5053000,209000
MI,48858,17080,8240,947309000,200,92843000,13506000
MI,48860,630,340,28380000,40,1938000,0
MI,48861,810,410,43257000,30,3449000,0
MI,48864,10070,6370,1188851000,30,176301000,16874000
MI,48865,820,530,37965000,0,2693000,0
MI,48866,2200,1310,108961000,100,8055000,249000
MI,48867,13080,6680,635351000,200,52276000,3710000
MI,48871,930,530,56425000,40,4861000,376000
MI,48872,3610,1990,216437000,90,20559000,1174000
MI,48873,720,500,46541000,50,3565000,0
MI,48875,5020,3000,314149000,130,27080000,1847000
MI,48876,2070,1250,108601000,0,8641000,450000
MI,48877,980,590,42155000,40,2716000,0
MI,48878,780,520,41058000,70,3133000,0
MI,48879,8880,5000,537595000,270,50185000,3321000
MI,48880,3140,1830,138882000,80,9656000,228000
MI,48881,2550,1470,140274000,70,10604000,526000
MI,48883,3330,1930,170524000,140,13030000,674000
MI,48884,1950,1200,86949000,70,5902000,277000
MI,48885,460,260,19593000,0,1273000,0
MI,48886,940,490,39844000,20,2568000,0
MI,48888,2780,1490,126517000,60,9593000,622000
MI,48889,590,340,26918000,40,1696000,0
MI,48890,950,500,53488000,40,4479000,169000
MI,48891,1210,730,52418000,40,3274000,0
MI,48892,2200,1380,127968000,70,10847000,518000
MI,48893,2510,1380,147004000,40,13460000,1306000
MI,48894,1110,870,77921000,110,6715000,312000
MI,48895,5570,3130,513745000,110,66471000,7239000
MI,48897,730,400,38200000,30,2747000,0
MI,48906,12160,6480,563185000,30,47813000,3161000
MI,48910,16280,7880,647470000,0,47647000,3623000
MI,48911,18910,12250,787036000,0,58789000,6325000
MI,48912,8230,3410,362662000,0,30898000,2487000
MI,48915,4290,2600,167338000,0,12384000,1000000
MI,48917,17430,7480,1018708000,0,97692000,12189000
MI,48933,1160,300,45659000,0,4340000,268000
MI,49001,9900,6530,398114000,0,28590000,1680000
MI,49002,10000,4690,669894000,0,75761000,5581000
MI,49004,7940,4160,411518000,0,33472000,2492000
MI,49006,10060,3880,475840000,0,41913000,4491000
MI,49007,4420,2600,256351000,0,28161000,7128000
MI,49008,7740,3270,621746000,0,84840000,10152000
MI,49009,21480,12240,1850504000,80,243100000,24793000
MI,49010,8250,4740,449420000,130,37576000,2876000
MI,49011,1020,600,53325000,50,3879000,0
MI,49012,1750,830,158283000,0,19855000,1510000
MI,49013,2200,1590,88189000,80,5565000,226000
MI,49014,9540,5670,544372000,60,44847000,3009000
MI,49015,13130,7750,792332000,30,77616000,7809000
MI,49017,9620,5350,494402000,50,40964000,4272000
MI,49021,2810,1600,154630000,130,12563000,509000
MI,49022,12900,9580,520866000,60,43428000,4738000
MI,49024,14880,8140,1173052000,20,141668000,12180000
MI,49026,960,480,45907000,40,3573000,140000
MI,49028,2720,1810,127719000,130,8811000,272000
MI,49029,700,420,38464000,60,3237000,0
MI,49030,1110,850,52368000,70,3156000,0
MI,49031,3390,1810,240050000,110,29883000,2316000
MI,49032,1400,920,67122000,80,4805000,244000
MI,49033,910,380,62103000,60,6229000,488000
MI,49034,1110,510,63992000,40,5507000,368000
MI,49036,10450,6480,554881000,200,47475000,3434000
MI,49037,8920,6130,317707000,0,19535000,1296000
MI,49038,4320,2120,229013000,40,19652000,1355000
MI,49040,1530,850,74413000,50,5486000,149000
MI,49042,2100,1310,108081000,50,8546000,285000
MI,49043,890,690,34339000,30,2667000,0
MI,49045,2400,1440,113622000,70,9073000,242000
MI,49046,3400,1640,204051000,70,19423000,1337000
MI,49047,6380,3760,325214000,90,30316000,1559000
MI,49048,11540,6860,519280000,0,40635000,5122000
MI,49050,760,410,43569000,40,3513000,0
MI,49051,1170,600,81487000,40,7353000,462000
MI,49052,440,290,22919000,30,1666000,0
MI,49053,3350,2100,229949000,30,25113000,1901000
MI,49055,2900,1580,155371000,40,12811000,842000
MI,49056,1630,1160,68180000,50,4708000,290000
MI,49057,2880,2230,107364000,40,6581000,339000
MI,49058,9140,5100,520672000,130,45414000,5200000
MI,49060,910,440,153279000,20,26790000,1587000
MI,49061,750,410,39755000,40,2852000,151000
MI,49064,1690,1070,85702000,60,6834000,255000
MI,49065,3260,1940,187016000,70,16102000,1153000
MI,49066,320,210,13637000,30,891000,0
MI,49067,2090,1100,113303000,100,10260000,863000
MI,49068,7240,3680,490239000,190,52929000,4605000
MI,49070,1180,690,65823000,30,5662000,539000
MI,49071,5050,3370,455468000,40,58228000,4102000
MI,49072,1480,820,80946000,70,6914000,443000
MI,49073,2150,1340,104073000,110,7525000,301000
MI,49076,1800,1040,93056000,80,6872000,394000
MI,49078,4580,2530,255418000,40,22439000,1121000
MI,49079,6430,3670,367213000,90,32286000,1725000
MI,49080,7560,4260,479631000,60,49289000,2982000
MI,49082,2740,1730,148561000,200,12871000,563000
MI,49083,3920,2300,459142000,20,72074000,7793000
MI,49085,12010,5920,1199293000,50,169601000,17550000
MI,49087,3050,1810,244919000,60,27099000,2319000
MI,49088,1870,970,143190000,40,13426000,778000
MI,49089,730,450,34122000,50,2513000,0
MI,49090,6340,3190,427795000,90,49981000,5373000
MI,49091,8920,6040,472852000,120,41168000,3252000
MI,49092,1010,490,48213000,50,3589000,0
MI,49093,8430,4870,447884000,90,38380000,2660000
MI,49094,1820,1110,85348000,60,6029000,174000
MI,49095,920,450,68519000,30,8160000,523000
MI,49096,1370,850,73682000,130,5402000,0
MI,49097,5470,3110,445023000,100,52781000,4233000
MI,49098,2790,1730,134845000,40,11157000,1005000
MI,49099,2560,1450,158462000,70,15628000,1037000
MI,49101,1590,860,92599000,40,8389000,778000
MI,49102,600,370,34952000,0,2957000,781000
MI,49103,4970,2900,272379000,50,24166000,8883000
MI,49106,2390,1140,146637000,0,14157000,994000
MI,49107,4730,2420,253037000,80,21936000,2135000
MI,49111,1680,1000,85250000,70,7274000,947000
MI,49112,4920,2920,337225000,40,36281000,3712000
MI,49113,860,420,45747000,40,3753000,138000
MI,49116,120,20,21142000,0,2403000,289000
MI,49117,1870,770,183205000,0,28167000,3062000
MI,49120,16960,9920,995327000,140,104019000,8709000
MI,49125,1030,340,81535000,0,10393000,1246000
MI,49126,810,590,30507000,0,1930000,0
MI,49127,5370,2940,443807000,40,54973000,5241000
MI,49128,1670,680,88990000,40,8000000,366000
MI,49129,340,100,47160000,0,8928000,599000
MI,49130,880,360,85315000,0,13286000,1371000
MI,49201,18810,10630,1188623000,130,121824000,9340000
MI,49202,8790,4810,316881000,0,20412000,1287000
MI,49203,16710,10090,837678000,0,72729000,6442000
MI,49220,1090,600,55438000,40,4021000,117000
MI,49221,17190,10200,834071000,150,67178000,6179000
MI,49224,5040,3400,229546000,100,17152000,1478000
MI,49227,610,360,27366000,30,1827000,0
MI,49228,2650,1450,148387000,80,12131000,804000
MI,49229,1610,850,100924000,60,9212000,386000
MI,49230,5360,2210,345139000,60,35421000,2348000
MI,49232,1100,900,52884000,150,4015000,0
MI,49233,1340,640,85342000,0,8588000,322000
MI,49234,1370,560,122848000,0,16552000,1422000
MI,49235,940,560,45491000,50,3320000,0
MI,49236,2410,1270,136212000,70,11173000,479000
MI,49237,1350,780,79046000,50,6713000,432000
MI,49238,810,460,45694000,30,3748000,41000
MI,49240,4500,2330,328440000,100,35269000,2169000
MI,49241,1070,660,57458000,50,4413000,91000
MI,49242,6110,3660,307231000,130,25914000,2591000
MI,49245,1980,1290,97181000,140,7717000,0
MI,49246,1580,790,120414000,30,13667000,1361000
MI,49247,2540,1540,122878000,80,9108000,537000
MI,49248,420,220,21335000,20,1632000,0
MI,49249,1570,770,98924000,40,8733000,554000
MI,49250,2690,1590,131325000,80,9700000,443000
MI,49251,2920,1650,170738000,90,14819000,753000
MI,49252,1180,640,54083000,60,4125000,0
MI,49253,1550,680,109398000,30,12300000,1207000
MI,49254,1640,760,81037000,0,6495000,81000
MI,49255,580,360,26165000,40,1789000,0
MI,49256,1690,1070,76330000,50,5123000,0
MI,49259,1200,670,66231000,30,5653000,220000
MI,49262,600,350,24250000,30,1480000,0
MI,49264,860,480,48841000,40,3765000,132000
MI,49265,2500,1320,182950000,40,19898000,1341000
MI,49266,1280,680,59421000,70,4346000,0
MI,49267,1990,1030,143391000,70,15054000,1468000
MI,49268,470,240,25896000,20,2267000,0
MI,49269,2750,1650,160083000,50,13904000,767000
MI,49270,2960,1610,201393000,70,19359000,1065000
MI,49271,940,570,43379000,80,2779000,0
MI,49272,1240,600,80978000,20,7419000,395000
MI,49274,1500,950,72560000,70,5263000,0
MI,49276,480,260,29131000,30,2510000,0
MI,49277,1550,890,92407000,30,7530000,307000
MI,49279,410,220,22733000,30,1827000,0
MI,49282,170,70,6672000,0,410000,0
MI,49283,1450,800,92681000,0,7940000,1958000
MI,49284,1290,800,71640000,60,6261000,356000
MI,49285,2740,1460,167675000,80,16175000,578000
MI,49286,7610,3840,469025000,60,43911000,2540000
MI,49287,1000,460,64727000,40,6166000,337000
MI,49288,550,350,24128000,40,1465000,0
MI,49301,9610,7370,2071402000,40,349864000,48323000
MI,49302,4160,2840,404159000,40,53121000,6711000
MI,49303,520,380,26380000,20,1945000,0
MI,49304,1470,750,58686000,0,4790000,407000
MI,49305,910,490,38776000,40,2664000,0
MI,49306,5110,3030,617197000,0,91198000,10867000
MI,49307,6910,3480,371263000,90,37196000,2909000
MI,49309,710,360,31653000,0,2958000,0
MI,49310,1200,770,58034000,80,4062000,0
MI,49315,12130,8230,1140500000,90,139439000,26180000
MI,49316,11420,7850,1034044000,80,121184000,20596000
MI,49318,690,420,38605000,30,2741000,0
MI,49319,8010,5180,456515000,80,38036000,2892000
MI,49321,8710,4530,452886000,30,37296000,3194000
MI,49322,480,330,20223000,30,1238000,0
MI,49323,4830,3270,305484000,80,24682000,2401000
MI,49325,950,640,61583000,40,5947000,253000
MI,49326,1830,1030,105177000,0,9315000,781000
MI,49327,3660,2570,183607000,90,13505000,1527000
MI,49328,1830,1150,104024000,60,8415000,949000
MI,49329,3840,2590,190242000,50,13899000,462000
MI,49330,2530,1810,133934000,50,10028000,679000
MI,49331,8430,5260,609021000,80,63409000,6694000
MI,49332,1290,550,64729000,0,5524000,285000
MI,49333,6160,4150,437319000,70,43521000,4645000
MI,49336,1760,1180,73890000,90,5338000,125000
MI,49337,5750,3220,300604000,70,25985000,2462000
MI,49338,890,490,45005000,30,3470000,0
MI,49339,1120,640,78297000,30,8888000,428000
MI,49340,1300,740,61225000,70,4472000,0
MI,49341,17960,12370,1639737000,90,202074000,22912000
MI,49342,710,430,34575000,50,2472000,0
MI,49343,2750,1550,152601000,80,13084000,794000
MI,49344,1780,910,133480000,30,15305000,1742000
MI,49345,6700,3780,404251000,60,39740000,3295000
MI,49346,2780,1270,178600000,80,17040000,800000
MI,49347,630,300,32622000,30,2638000,0
MI,49348,6770,4340,399344000,90,34759000,3329000
MI,49349,3340,1980,137779000,50,9196000,354000
MI,49401,7680,4880,459810000,40,39912000,4573000
MI,49402,630,260,27623000,0,2087000,0
MI,49403,1210,700,77253000,80,6709000,679000
MI,49404,4130,2790,250559000,110,21579000,2089000
MI,49405,730,400,34632000,40,2486000,0
MI,49408,4440,2620,244970000,60,22786000,2461000
MI,49410,810,460,36944000,20,2674000,0
MI,49411,760,300,40682000,40,3548000,0
MI,49412,5230,3120,284186000,180,23537000,3948000
MI,49415,3250,1630,196376000,0,18192000,1990000
MI,49417,16380,8290,1208029000,50,137775000,15855000
MI,49418,15530,8520,1140915000,0,120737000,31494000
MI,49419,4010,2890,315879000,90,32306000,6207000
MI,49420,2940,1960,127178000,100,9007000,367000
MI,49421,2520,1510,110884000,50,7238000,91000
MI,49423,22400,12500,1499547000,90,158863000,41386000
MI,49424,24040,14570,1832878000,80,216877000,34335000
MI,49425,1550,1100,67452000,50,4293000,159000
MI,49426,18210,13520,1478918000,130,154870000,39266000
MI,49428,12860,8240,848365000,0,75090000,10976000
MI,49431,8690,4040,495231000,90,50369000,5587000
MI,49435,1800,1000,155489000,30,17989000,2748000
MI,49436,830,320,49619000,0,4988000,428000
MI,49437,3420,1840,194036000,60,16865000,1467000
MI,49440,570,200,26362000,0,2748000,0
MI,49441,18220,8950,1037753000,20,103513000,11824000
MI,49442,17390,11920,619272000,0,36638000,1928000
MI,49444,11100,7850,489324000,0,38882000,3018000
MI,49445,10430,5690,731221000,40,82386000,6880000
MI,49446,1060,610,54393000,30,4048000,501000
MI,49448,1910,1190,118773000,40,10574000,818000
MI,49449,1380,470,98955000,30,11301000,910000
MI,49450,1190,1080,44850000,0,2658000,0
MI,49451,2760,1790,145166000,70,10287000,681000
MI,49452,870,540,36972000,0,2334000,0
MI,49453,1710,710,218066000,0,33223000,2793000
MI,49454,2170,1290,97675000,70,6929000,226000
MI,49455,2330,1570,123219000,50,9689000,668000
MI,49456,9930,5040,1011503000,30,142418000,19775000
MI,49457,4940,2980,256394000,20,20047000,1467000
MI,49459,540,410,21299000,20,1242000,0
MI,49460,4280,2590,399506000,50,51692000,8402000
MI,49461,4480,2320,279227000,30,26934000,2304000
MI,49464,13940,9810,1010658000,130,98224000,26938000
MI,49503,18020,8110,2067567000,0,209455000,154225000
MI,49504,19570,9560,975901000,0,86053000,8424000
MI,49505,16130,7140,827591000,0,72223000,6944000
MI,49506,15550,9270,1852893000,30,290690000,43819000
MI,49507,15850,13260,590272000,0,36876000,3827000
MI,49508,19820,12470,968460000,0,72996000,10120000
MI,49509,13760,9410,542346000,0,32701000,1870000
MI,49512,9140,4520,539514000,0,53882000,7671000
MI,49519,14140,7500,655365000,0,49072000,5963000
MI,49525,15000,7910,1334584000,0,179075000,30452000
MI,49534,11670,6230,774541000,20,78334000,8536000
MI,49544,4840,2340,268243000,20,24805000,2400000
MI,49546,15550,9060,1919174000,0,301446000,65649000
MI,49548,16370,10640,619496000,0,36545000,2351000
MI,49601,10080,5350,519592000,70,45274000,5357000
MI,49612,570,180,36452000,0,3837000,245000
MI,49613,380,130,24262000,0,2180000,115000
MI,49614,1450,680,70823000,40,5712000,298000
MI,49615,2180,730,139452000,30,14442000,897000
MI,49616,1070,490,42609000,0,2831000,32000
MI,49617,1660,610,95010000,20,9057000,643000
MI,49618,370,190,16951000,0,1148000,0
MI,49619,500,210,19535000,0,1269000,0
MI,49620,1290,800,61123000,50,4205000,206000
MI,49621,1670,690,108544000,50,10776000,616000
MI,49622,1280,500,66231000,20,5527000,445000
MI,49623,500,260,20591000,20,1341000,0
MI,49625,600,310,22131000,20,1303000,0
MI,49629,1220,330,97421000,0,11554000,1206000
MI,49630,750,210,66391000,20,8016000,773000
MI,49631,2470,1420,106066000,100,7003000,260000
MI,49632,530,290,21128000,40,1233000,0
MI,49633,1740,880,88125000,30,7565000,331000
MI,49635,1830,540,145843000,20,17586000,2781000
MI,49636,400,70,72522000,0,13576000,1322000
MI,49637,1790,830,92016000,0,7541000,514000
MI,49638,370,170,15067000,0,959000,0
MI,49639,1180,650,54390000,50,3940000,0
MI,49640,850,270,50570000,0,4971000,379000
MI,49642,270,150,7157000,0,326000,0
MI,49643,3500,1640,193135000,0,17387000,914000
MI,49644,850,240,35711000,0,2538000,127000
MI,49645,820,390,33834000,30,2475000,68000
MI,49646,4110,2010,192284000,50,15905000,772000
MI,49648,1230,440,123147000,20,17268000,1315000
MI,49649,3190,2040,161939000,60,11925000,733000
MI,49650,1620,860,91370000,0,7290000,322000
MI,49651,3490,1950,163331000,70,12286000,837000
MI,49653,980,420,90448000,40,12698000,1521000
MI,49654,450,160,72469000,0,10699000,2674000
MI,49655,1430,930,71168000,60,5290000,0
MI,49656,620,310,26990000,0,1805000,0
MI,49657,1600,1050,81379000,80,6036000,1728000
MI,49659,3010,1720,121462000,30,7638000,263000
MI,49660,6490,2700,336790000,40,29502000,2130000
MI,49663,2570,1780,118334000,80,8233000,433000
MI,49664,1100,450,86268000,30,9593000,630000
MI,49665,1750,1090,76352000,90,4878000,236000
MI,49667,250,110,9807000,0,625000,0
MI,49668,1640,930,66628000,30,4335000,0
MI,49670,950,250,86776000,40,10672000,1105000
MI,49675,560,190,42390000,0,5127000,401000
MI,49676,1690,860,114132000,0,13053000,748000
MI,49677,3030,1830,141577000,100,9962000,812000
MI,49679,550,290,25187000,30,2028000,0
MI,49680,930,510,38927000,0,2512000,0
MI,49682,2280,980,190307000,60,23462000,2606000
MI,49683,1010,440,53772000,0,5608000,0
MI,49684,11670,4560,913678000,70,111502000,13625000
MI,49686,13520,4950,1161319000,100,156711000,20636000
MI,49688,1220,750,63304000,70,4979000,351000
MI,49689,660,290,29617000,0,2405000,0
MI,49690,3310,1460,344981000,30,52413000,3151000
MI,49701,680,190,39581000,0,4871000,198000
MI,49705,340,220,13460000,0,861000,0
MI,49706,2380,1260,119075000,0,10509000,343000
MI,49707,10850,4530,563128000,110,58238000,3163000
MI,49709,1590,590,63830000,0,4422000,98000
MI,49710,200,70,11129000,0,987000,0
MI,49712,4140,1840,280666000,30,33054000,2499000
MI,49713,1100,580,50051000,0,3671000,0
MI,49715,1540,840,76788000,0,6129000,62000
MI,49716,400,180,30205000,0,3298000,212000
MI,49718,360,100,15960000,0,1192000,0
MI,49719,690,250,44009000,0,4336000,199000
MI,49720,4910,1850,352812000,50,42257000,3616000
MI,49721,6700,2930,321109000,120,28548000,1740000
MI,49724,540,310,27275000,30,1870000,0
MI,49725,330,80,15015000,0,1170000,0
MI,49726,540,140,25839000,0,2133000,0
MI,49727,3390,1730,193705000,70,20033000,1768000
MI,49728,130,60,5685000,0,317000,0
MI,49729,780,360,40506000,30,3442000,276000
MI,49730,1010,550,49803000,20,3604000,0
MI,49733,780,370,33750000,0,2398000,0
MI,49735,9370,4940,509849000,100,45785000,4146000
MI,49736,250,100,10723000,0,725000,0
MI,49738,4530,2090,218208000,0,17605000,822000
MI,49740,4100,1460,381627000,40,48443000,6058000
MI,49743,350,180,14052000,30,825000,0
MI,49744,400,210,19602000,30,1333000,0
MI,49745,510,190,22773000,0,1920000,0
MI,49746,1530,660,65119000,80,4554000,374000
MI,49747,800,280,43659000,60,3372000,123000
MI,49749,2190,840,152172000,0,17938000,751000
MI,49751,990,440,46241000,20,3190000,0
MI,49752,220,160,10171000,0,656000,0
MI,49753,890,410,41955000,50,2948000,0
MI,49755,960,360,42651000,50,3746000,0
MI,49756,1860,680,82520000,0,6238000,324000
MI,49759,700,240,34746000,20,2692000,0
