state,zipcode,n1,numdep,agi,numfarm,taxamt,contrib
AL,0,150656530,91331580,11681200000000,1571550,1492400000000,171690000000
MA,1001,9110,3830,546775000,0,52094000,2253000
MA,1002,9510,4020,884889000,30,116791000,11335000
MA,1005,2400,1200,149295000,0,13362000,574000
MA,1007,7830,4050,620377000,40,68840000,3002000
MA,1008,650,250,45999000,20,4618000,90000
MA,1010,1940,930,149490000,30,16712000,439000
MA,1011,610,230,35116000,0,3140000,0
MA,1012,370,130,25898000,0,2519000,49000
MA,1013,10850,6080,474078000,0,34263000,1175000
MA,1020,15230,6780,771258000,0,63672000,2428000
MA,1022,1170,310,54421000,0,4559000,76000
MA,1026,500,190,30581000,0,2797000,199000
MA,1027,9930,3430,633537000,30,63266000,2979000
MA,1028,8300,4460,778528000,0,102881000,5037000
MA,1030,6050,2950,410451000,0,41100000,1791000
MA,1031,550,290,26806000,0,2073000,0
MA,1032,260,100,14989000,0,1144000,0
MA,1033,3260,1420,236027000,30,24974000,1036000
MA,1034,1010,420,73931000,0,7592000,290000
MA,1035,2850,1010,216584000,60,25793000,1384000
MA,1036,2690,1090,231749000,0,29493000,2049000
MA,1038,1370,500,111635000,20,12685000,495000
MA,1039,760,290,66499000,0,6607000,363000
MA,1040,16940,10000,787064000,0,68667000,3083000
MA,1050,1270,570,77868000,0,7188000,291000
MA,1053,920,340,71017000,0,7586000,802000
MA,1054,970,360,96138000,0,12081000,972000
MA,1056,10420,4540,695423000,20,74596000,1999000
MA,1057,4300,1830,303030000,30,32470000,895000
MA,1060,7390,2120,616412000,0,81090000,8309000
MA,1062,5660,2590,499371000,0,60775000,4010000
MA,1068,940,480,72069000,0,7339000,239000
MA,1069,4090,1740,273057000,0,29800000,979000
MA,1070,320,100,18231000,0,1678000,55000
MA,1071,800,380,50260000,0,4680000,139000
MA,1072,790,330,58327000,0,5990000,219000
MA,1073,3260,1560,284109000,30,34068000,1077000
MA,1075,8590,3450,642405000,0,72990000,3700000
MA,1077,5070,2230,396239000,40,45925000,1872000
MA,1080,1160,570,53677000,0,3961000,23000
MA,1081,840,420,48579000,0,4254000,77000
MA,1082,5100,2360,279252000,30,24686000,548000
MA,1085,19260,9440,1274662000,40,133440000,5917000
MA,1088,330,120,20719000,0,2121000,0
MA,1089,14070,7390,860507000,0,86608000,3761000
MA,1095,7450,4130,803389000,0,112275000,6570000
MA,1096,1300,490,98466000,30,10300000,569000
MA,1098,620,210,41940000,30,4153000,104000
MA,1103,1120,470,44998000,0,4186000,168000
MA,1104,10700,7730,388139000,0,23488000,1494000
MA,1105,4090,3620,103637000,0,4518000,168000
MA,1106,7590,4860,1291253000,0,219771000,17834000
MA,1107,4090,3680,137345000,0,8817000,242000
MA,1108,11900,8980,443649000,0,30108000,2027000
MA,1109,11950,9030,397937000,0,23337000,1921000
MA,1118,7550,3980,397758000,0,33603000,2186000
MA,1119,6160,3650,278305000,0,20560000,1626000
MA,1128,1500,610,88647000,0,7874000,631000
MA,1129,3760,1880,194050000,0,15851000,1076000
MA,1151,4200,3020,147228000,0,8630000,561000
MA,1201,22250,9970,1282005000,30,131030000,5827000
MA,1220,4260,1770,207078000,0,17029000,262000
MA,1222,410,170,21014000,0,1709000,0
MA,1223,1160,450,84217000,0,9862000,298000
MA,1225,1680,700,106755000,0,10313000,294000
MA,1226,3290,1520,237204000,0,26883000,1344000
MA,1230,3800,1350,339663000,20,45360000,6324000
MA,1235,1450,540,94202000,0,9356000,325000
MA,1236,840,360,51673000,0,5044000,290000
MA,1237,1540,630,110420000,20,12234000,463000
MA,1238,3100,1150,200509000,0,21323000,1044000
MA,1240,2480,790,286084000,0,41039000,6671000
MA,1245,410,120,34766000,0,4241000,470000
MA,1247,6740,2920,311308000,0,24478000,660000
MA,1253,430,130,29205000,0,2878000,86000
MA,1254,570,190,79348000,0,12232000,2130000
MA,1255,340,170,20642000,0,1724000,0
MA,1256,360,110,20546000,0,1830000,0
MA,1257,1280,440,109565000,20,12137000,3111000
MA,1258,390,70,40921000,0,5681000,753000
MA,1259,250,80,17106000,0,1952000,0
MA,1266,710,250,77445000,0,11330000,908000
MA,1267,2950,1260,333525000,20,45756000,8060000
MA,1270,390,150,27417000,0,2692000,60000
MA,1301,8330,3400,453461000,30,41176000,1970000
MA,1330,760,270,52217000,40,5482000,284000
MA,1331,6330,3210,329794000,0,28170000,1131000
MA,1337,1400,550,88991000,40,8075000,201000
MA,1338,120,40,7460000,0,722000,0
MA,1339,700,260,41105000,20,3422000,81000
MA,1340,850,350,49230000,30,3895000,79000
MA,1341,810,310,75682000,30,9147000,429000
MA,1342,720,370,56858000,0,6159000,350000
MA,1344,800,370,42108000,0,3198000,0
MA,1346,190,70,10103000,0,776000,0
MA,1349,420,220,20363000,0,1481000,0
MA,1351,1280,410,82591000,0,7998000,382000
MA,1354,790,340,50395000,0,4419000,87000
MA,1355,470,190,29816000,0,2586000,15000
MA,1360,1490,650,95075000,0,8528000,233000
MA,1364,3560,1770,170104000,20,12978000,292000
MA,1366,600,240,46491000,0,5077000,241000
MA,1367,230,100,12539000,0,959000,0
MA,1368,570,270,37401000,0,3375000,0
MA,1370,2050,770,129939000,50,12525000,664000
MA,1373,2400,910,189771000,40,22228000,1423000
MA,1375,1780,560,118869000,0,12240000,776000
MA,1376,2570,1090,115387000,0,8622000,85000
MA,1378,390,150,20754000,0,1597000,0
MA,1379,400,160,20134000,0,1716000,0
MA,1420,19240,11150,921618000,0,74706000,3391000
MA,1430,3070,1690,250341000,0,24247000,1159000
MA,1431,1620,760,115961000,20,11604000,698000
MA,1432,4280,1970,325025000,0,36533000,1366000
MA,1434,220,140,19114000,0,2529000,0
MA,1436,1460,750,78561000,0,6365000,102000
MA,1440,9710,4680,501165000,0,42573000,1603000
MA,1450,5400,3540,810370000,0,130730000,8157000
MA,1451,2570,1730,489388000,30,87732000,5526000
MA,1452,2220,1080,178898000,0,19999000,858000
MA,1453,21930,11170,1349095000,0,136900000,6417000
MA,1460,5040,2990,594894000,0,85371000,4190000
MA,1462,5910,3100,495150000,30,56793000,2881000
MA,1463,5930,3060,503859000,0,60784000,2638000
MA,1464,3110,1490,242274000,0,27723000,1283000
MA,1468,2250,1140,147954000,0,14009000,318000
MA,1469,3620,1940,274156000,0,29125000,1021000
MA,1473,4240,2230,347464000,0,38686000,1775000
MA,1474,1050,500,80189000,0,8602000,229000
MA,1475,4860,2600,272933000,0,24041000,755000
MA,1501,8840,4290,646849000,0,69175000,2746000
MA,1503,1700,750,182876000,20,26153000,1681000
MA,1504,4810,2250,325745000,0,32845000,1228000
MA,1505,2490,1230,340005000,0,53941000,2492000
MA,1506,1710,800,109545000,0,10906000,384000
MA,1507,6560,3600,541794000,0,60987000,2955000
MA,1510,7920,3510,483728000,0,48882000,2221000
MA,1515,1170,560,80092000,0,7997000,207000
MA,1516,4500,2500,363756000,0,40704000,1951000
MA,1518,1590,990,174601000,0,25153000,942000
MA,1519,3590,2190,415533000,0,60169000,2390000
MA,1520,7970,5000,791399000,0,99889000,4916000
MA,1521,1280,550,90956000,0,9608000,445000
MA,1522,1790,980,155735000,0,18187000,862000
MA,1523,3150,1750,358967000,0,50389000,2795000
MA,1524,3410,1670,232086000,0,23261000,666000
MA,1527,7270,3270,527054000,0,56476000,2201000
MA,1529,1660,910,110685000,0,10715000,496000
MA,1531,510,250,36108000,30,3904000,80000
MA,1532,7830,4660,1133644000,0,186822000,8051000
MA,1534,3090,1630,267087000,0,31547000,1884000
MA,1535,2340,1070,142498000,20,12991000,405000
MA,1536,3710,1970,378052000,0,53078000,2583000
MA,1537,1240,480,76040000,0,7359000,226000
MA,1540,5880,2760,384735000,0,38144000,1272000
MA,1541,1850,900,211671000,0,30230000,2037000
MA,1542,1180,590,78235000,0,7739000,348000
MA,1543,4370,2900,356115000,0,38589000,1960000
MA,1545,18420,11440,2325133000,0,367516000,15725000
MA,1550,8510,4900,391476000,0,30569000,1528000
MA,1560,2290,1390,204232000,0,25394000,848000
MA,1562,5890,2650,371140000,0,36886000,1137000
MA,1564,4200,2150,416698000,50,54877000,2888000
MA,1566,3450,1780,334063000,0,45750000,1815000
MA,1568,3940,2380,457462000,0,66567000,3529000
MA,1569,7210,3590,571998000,20,63686000,2985000
MA,1570,8950,4150,518479000,0,52027000,2579000
MA,1571,5770,3090,372195000,0,35898000,1719000
MA,1581,9780,6550,1264794000,0,195968000,10945000
MA,1583,3860,1710,321458000,0,38436000,2065000
MA,1585,2160,950,167003000,20,16890000,702000
MA,1588,5100,2680,372788000,0,41318000,4366000
MA,1590,4640,2570,522454000,0,76211000,3657000
MA,1602,11630,5880,732076000,0,72528000,5354000
MA,1603,9790,5770,425061000,0,31770000,2546000
MA,1604,18420,9590,910742000,0,79360000,5583000
MA,1605,12300,7980,578382000,0,49509000,4421000
MA,1606,10860,4890,662947000,0,63984000,4239000
MA,1607,4400,2560,194601000,0,14863000,1603000
MA,1608,1880,1030,88340000,0,8857000,1316000
MA,1609,7770,3680,737211000,0,107640000,13568000
MA,1610,9370,6520,301040000,0,16851000,1581000
MA,1611,1140,570,62783000,0,5403000,196000
MA,1612,2330,1280,224150000,0,28028000,1282000
MA,1701,17060,8160,1819478000,0,258628000,12671000
MA,1702,15890,8010,1021413000,0,116348000,7047000
MA,1718,330,220,33770000,0,4341000,116000
MA,1719,2780,1560,368720000,0,57853000,2948000
MA,1720,10650,7540,1708924000,0,288921000,14379000
MA,1721,9290,5110,1030532000,0,145712000,7277000
MA,1730,7030,4230,1197003000,0,210260000,11762000
MA,1731,800,1070,55835000,0,3545000,0
MA,1740,2590,1870,468511000,20,82457000,3780000
MA,1741,2490,1670,854279000,0,193870000,12034000
MA,1742,8750,5440,2806426000,20,563864000,147259000
MA,1745,260,90,25395000,0,3644000,86000
MA,1746,7130,4790,947264000,0,145928000,10324000
MA,1747,3120,1680,272597000,0,33896000,1766000
MA,1748,8330,6400,1635271000,0,306919000,15692000
MA,1749,10580,4740,868055000,0,107028000,5009000
MA,1752,20600,9790,1576771000,0,195167000,9216000
MA,1754,5440,2650,483956000,0,59190000,2408000
MA,1756,3180,1920,365619000,0,53345000,2342000
MA,1757,14550,7390,1062240000,0,121209000,5385000
MA,1760,18030,10070,2419315000,0,385126000,20227000
MA,1770,2040,1510,883104000,30,153997000,48952000
MA,1772,4880,3460,1241293000,0,254718000,17202000
MA,1773,2940,1370,1116334000,0,235709000,42081000
MA,1775,3610,2180,539432000,20,89457000,3900000
MA,1776,8570,6850,2383818000,0,514035000,24863000
MA,1778,6780,4610,2069455000,0,390509000,50221000
MA,1801,22150,9120,1822366000,0,220977000,14180000
MA,1803,13660,7000,1480909000,0,213158000,10240000
MA,1810,16720,11410,3414936000,0,656837000,45740000
MA,1821,16860,7980,1365893000,0,158557000,7558000
MA,1824,13600,7420,1621489000,0,244163000,10085000
MA,1826,17220,8790,1231602000,0,132075000,5873000
MA,1827,1730,1070,222188000,0,33801000,1450000
MA,1830,13220,6420,796064000,0,81010000,4120000
MA,1832,12730,6810,736293000,0,71965000,3182000
MA,1833,4220,2480,475849000,0,69651000,3341000
MA,1834,3530,1780,311753000,0,37427000,1573000
MA,1835,7820,3750,550612000,0,60598000,2425000
MA,1840,2800,1880,86225000,0,4828000,0
MA,1841,25420,18530,792903000,0,39980000,796000
MA,1843,13920,9180,555291000,0,38632000,1447000
MA,1844,27270,14620,1751724000,0,178863000,7714000
MA,1845,14670,8910,1994900000,0,329035000,16664000
MA,1850,7820,4920,339187000,0,25118000,1549000
MA,1851,15930,10290,788815000,0,61475000,2769000
MA,1852,17410,9200,965495000,0,97297000,5661000
MA,1854,11750,6740,550808000,0,45584000,2013000
MA,1860,3590,1710,292780000,0,34827000,1519000
MA,1862,5580,2450,472196000,0,58196000,2366000
MA,1863,4940,2360,405361000,0,48511000,1993000
MA,1864,7960,4480,1062917000,0,173004000,6617000
MA,1867,12770,7540,1755918000,0,285698000,13520000
MA,1876,16580,7280,1421206000,0,172569000,7635000
MA,1879,6440,3460,583017000,0,73561000,3110000
MA,1880,14280,6720,1464424000,0,204273000,9548000
MA,1886,11700,8440,1637869000,0,258566000,10641000
MA,1887,12200,6460,1174505000,0,151261000,6921000
MA,1890,10290,7940,3102894000,0,650592000,48956000
MA,1901,1030,530,39134000,0,2983000,76000
MA,1902,22780,15340,958683000,0,70868000,4005000
MA,1904,10650,5680,679256000,0,66809000,3533000
MA,1905,13060,8810,587163000,0,43283000,2435000
MA,1906,15140,6490,1101955000,0,121109000,6097000
MA,1907,7520,4010,1131874000,0,202063000,15582000
MA,1908,1930,630,293182000,0,51870000,4192000
MA,1913,8880,3870,771713000,0,99819000,4653000
MA,1915,20390,9080,2096525000,0,299151000,27702000
MA,1921,3890,2680,858453000,0,168696000,12492000
MA,1922,1650,800,197812000,0,28778000,1600000
MA,1923,15040,6870,1396112000,0,185725000,9313000
MA,1929,1830,980,280001000,0,44788000,4496000
MA,1930,15490,5880,1312616000,0,171664000,12883000
MA,1938,7470,3090,903956000,0,138833000,11700000
MA,1940,6650,4030,1174540000,0,214429000,8611000
MA,1944,2680,1520,814172000,0,172958000,24391000
MA,1945,10540,6020,2006076000,0,375149000,32436000
MA,1949,4470,2440,594074000,0,97051000,4340000
MA,1950,9590,4420,1355506000,0,227824000,11119000
MA,1951,1930,780,358775000,0,50844000,3514000
MA,1952,4850,1740,335303000,0,38060000,1539000
MA,1960,28500,12010,2029936000,0,218856000,12378000
MA,1966,3870,1290,410026000,0,56709000,6520000
MA,1969,3240,1590,331801000,0,45352000,1873000
MA,1970,22900,8740,1536480000,0,172486000,8831000
MA,1982,3370,2240,590200000,0,102530000,10663000
MA,1983,3100,2000,561837000,0,98148000,6085000
MA,1984,1830,1230,417373000,0,83743000,9817000
MA,1985,2310,1270,357959000,0,58741000,2545000
MA,2019,8970,4300,673412000,0,73412000,3480000
MA,2021,12040,6730,1533016000,0,240322000,17354000
MA,2025,3940,2810,1162018000,0,252605000,15284000
MA,2026,13300,6260,1613399000,0,251093000,22127000
MA,2030,2800,2110,1374488000,0,325269000,38142000
MA,2032,2380,1480,277234000,0,40084000,2413000
MA,2035,9560,4990,1041771000,0,160623000,9366000
MA,2038,16540,9800,1822881000,0,270195000,11331000
MA,2043,11490,7660,3098263000,0,674129000,38209000
MA,2045,5690,1860,511834000,0,70820000,3741000
MA,2048,12270,7220,1245333000,0,173490000,6933000
MA,2050,12270,6570,1279053000,0,178207000,9335000
MA,2052,6090,4660,1308927000,0,263857000,19804000
MA,2053,6690,4010,784301000,0,123553000,4442000
MA,2054,4430,2290,426685000,0,56181000,2652000
MA,2056,4930,3210,723735000,0,118589000,5342000
MA,2061,5430,3890,1163183000,0,222313000,16746000
MA,2062,16080,7350,1412347000,0,151898000,8978000
MA,2066,9170,5480,1398533000,0,237851000,11867000
MA,2067,8340,6360,1343519000,0,225747000,13139000
MA,2071,510,340,57931000,0,8484000,317000
MA,2072,15190,7400,1065887000,0,115146000,8576000
MA,2081,9960,5750,1221801000,0,189135000,10903000
MA,2090,7760,5490,2015076000,0,408838000,44475000
MA,2093,5940,3530,708981000,0,107658000,6233000
MA,2108,2610,630,1669192000,0,377387000,94302000
MA,2109,2750,540,1078144000,0,217398000,67638000
MA,2110,2450,630,1975480000,0,394175000,96647000
MA,2111,3880,1080,974703000,0,222399000,29258000
MA,2113,4570,300,413805000,0,62166000,1895000
MA,2114,8220,1140,1405121000,0,279037000,15753000
MA,2115,7990,1560,1251485000,0,260950000,13349000
MA,2116,10970,2000,7059359000,0,1562908000,481985000
MA,2118,14680,4340,2760821000,0,590098000,46821000
MA,2119,14050,7870,597596000,0,53510000,4051000
MA,2120,5420,2160,223329000,0,20741000,1237000
MA,2121,13570,9320,473850000,0,31539000,2653000
MA,2122,12540,6410,682629000,0,70324000,3155000
MA,2124,25980,15080,1296650000,0,123448000,9770000
MA,2125,17860,8170,989553000,0,106101000,5570000
MA,2126,12360,7250,527779000,0,40745000,4585000
MA,2127,22240,4480,2352702000,0,384866000,13705000
MA,2128,21400,9560,1156763000,0,119731000,3051000
MA,2129,10280,3750,1583215000,0,303640000,13787000
MA,2130,20760,6330,2015755000,0,300446000,23065000
MA,2131,16350,7870,1135707000,0,129090000,7020000
MA,2132,14350,6570,1479520000,0,209691000,12511000
MA,2134,10710,1500,566377000,0,62856000,1980000
MA,2135,24020,4240,1526903000,0,187970000,6219000
MA,2136,18970,10950,1008301000,0,92085000,9719000
MA,2138,15160,3980,3435844000,0,666595000,158637000
MA,2139,19330,4890,1974415000,0,314578000,19912000
MA,2140,11250,4030,1300702000,0,205283000,19202000
MA,2141,7810,1610,789632000,0,125766000,4153000
MA,2142,1870,310,360336000,0,70399000,7711000
MA,2143,15520,2820,1311087000,0,183163000,5316000
MA,2144,14740,2460,1385531000,0,207655000,9330000
MA,2145,15160,4590,1048716000,0,131048000,3998000
MA,2148,33070,14100,1890728000,0,187294000,7934000
MA,2149,22820,11950,1082307000,0,90147000,4130000
MA,2150,18650,11220,831034000,0,68458000,2203000
MA,2151,28960,14270,1525724000,0,138883000,5682000
MA,2152,9640,3980,759845000,0,93485000,3178000
MA,2155,31720,10390,2571351000,0,325347000,18923000
MA,2163,440,50,47706000,0,7701000,106000
MA,2169,31450,11660,2224201000,0,262050000,9817000
MA,2170,10880,4290,697822000,0,76644000,3101000
MA,2171,10610,3540,863705000,0,117462000,4631000
MA,2176,14760,7650,1666324000,0,240610000,9502000
MA,2180,12490,5340,1149298000,0,148818000,6101000
MA,2184,19890,10720,1814319000,0,238781000,12297000
MA,2186,13310,8880,2218132000,0,401353000,34007000
MA,2188,7940,3390,577399000,0,64792000,2608000
MA,2189,7930,3590,541121000,0,58864000,2844000
MA,2190,10130,4160,838188000,0,101737000,5046000
MA,2191,4650,1650,361383000,0,43438000,1742000
MA,2199,900,150,638064000,0,131575000,40364000
MA,2210,3310,390,1103344000,0,255655000,13268000
MA,2215,6750,540,650415000,0,112604000,6892000
MA,2301,32180,21470,1418723000,0,105161000,10264000
MA,2302,17830,11160,837012000,0,62527000,6090000
MA,2322,2540,1350,181278000,0,20565000,1359000
MA,2324,12490,6470,1055260000,0,127539000,5753000
MA,2330,5850,2830,396038000,30,39655000,1791000
MA,2332,7070,4960,1352590000,20,259805000,19330000
MA,2333,7480,3900,575415000,0,64120000,3097000
MA,2338,4190,2010,307826000,0,33204000,1478000
MA,2339,7270,4810,915358000,0,138941000,6495000
MA,2341,5590,2770,442077000,0,50283000,2341000
MA,2343,5940,2900,385763000,0,38494000,2300000
MA,2346,12620,5690,836700000,50,83351000,3551000
MA,2347,5860,3090,525556000,0,66225000,3112000
MA,2351,8930,4160,686642000,0,78483000,3614000
MA,2356,6240,3740,842671000,0,137025000,7867000
MA,2359,9200,5000,834853000,0,106371000,4679000
MA,2360,30320,12940,2646899000,40,333782000,18665000
MA,2364,6790,3710,646724000,0,85044000,3909000
MA,2367,1540,760,133609000,0,16009000,915000
MA,2368,18510,9600,1061252000,0,99318000,10317000
MA,2370,9510,4260,622110000,0,64638000,3195000
MA,2375,5570,2800,520585000,0,70144000,3639000
MA,2379,3830,2020,309989000,0,36693000,1753000
MA,2382,7860,4050,527752000,0,53142000,2437000
MA,2420,7090,5300,2001446000,0,419639000,38419000
MA,2421,8220,6180,2402043000,0,482132000,47532000
MA,2445,10120,4880,2880613000,0,612720000,75556000
MA,2446,14540,4930,2776845000,0,505843000,38345000
MA,2451,9580,3770,913594000,0,126916000,5415000
MA,2452,6480,2410,628501000,0,86488000,4745000
MA,2453,14700,5210,1101583000,0,139689000,5198000
MA,2458,6370,3240,1342223000,0,270079000,35499000
MA,2459,8700,5480,3565228000,0,804091000,60317000
MA,2460,4810,2540,892297000,0,167739000,12750000
MA,2461,3560,2210,836649000,0,168339000,12515000
MA,2462,690,400,113782000,0,20098000,1548000
MA,2464,1620,790,202594000,0,32014000,1670000
MA,2465,5920,3790,2023198000,0,447106000,50638000
MA,2466,3470,1910,610908000,0,110895000,8821000
MA,2467,7830,4120,3006666000,0,646677000,141919000
MA,2468,2630,1900,1188301000,0,264986000,20191000
MA,2472,19080,6130,1805565000,0,250915000,13417000
MA,2474,14540,6890,1841463000,0,285428000,15931000
MA,2476,8800,4550,1251262000,0,199125000,14614000
MA,2478,12740,8010,2659291000,0,513642000,44822000
MA,2481,6960,5610,4407819000,0,1062644000,156642000
MA,2482,4970,3620,1992861000,0,460285000,40048000
MA,2492,9640,7350,3109686000,0,663368000,88043000
MA,2493,5160,3710,4352239000,0,1015499000,214564000
MA,2494,4980,3330,928158000,0,173693000,9729000
MA,2532,6250,2330,448718000,0,50679000,2747000
MA,2535,720,270,119300000,0,20348000,3425000
MA,2536,10880,3970,888361000,0,115065000,7339000
MA,2537,3140,1490,333620000,0,45507000,3112000
MA,2538,2480,1180,125274000,0,11115000,470000
MA,2539,3070,1100,279142000,0,38618000,3486000
MA,2540,4010,1090,416417000,0,58442000,5234000
MA,2542,190,200,8810000,0,293000,0
MA,2543,490,100,72277000,0,10904000,1103000
MA,2554,6510,2510,662569000,0,92213000,9217000
MA,2556,1950,640,227939000,0,33035000,2058000
MA,2559,1850,510,155982000,0,20345000,799000
MA,2562,1820,720,159172000,0,20318000,1217000
MA,2563,5580,2390,484457000,0,60435000,3214000
MA,2568,4510,1610,338502000,0,42335000,4833000
MA,2571,5680,2250,355380000,0,36393000,1683000
MA,2576,2210,840,132515000,0,13024000,544000
MA,2601,8450,3580,392532000,0,36110000,2105000
MA,2630,1120,390,146913000,0,22232000,2388000
MA,2631,5410,1720,456321000,0,52517000,5033000
MA,2632,6040,2240,478206000,0,58595000,3877000
MA,2633,2270,550,358537000,0,61905000,6148000
MA,2635,1980,630,232740000,0,33087000,3828000
MA,2638,1740,400,158849000,0,21363000,2241000
MA,2639,1850,550,92932000,0,8448000,472000
MA,2642,2280,610,175625000,0,19468000,1891000
MA,2644,2230,1250,163907000,0,16942000,777000
MA,2645,5550,1990,411171000,0,44230000,3943000
MA,2646,1120,240,110427000,0,15378000,2012000
MA,2648,4230,1750,340583000,0,40222000,2253000
MA,2649,8310,2860,721803000,0,94865000,5329000
MA,2650,580,100,67654000,0,10042000,848000
MA,2653,3050,740,278369000,0,35228000,4871000
MA,2655,2030,670,307232000,0,50610000,3867000
MA,2657,2450,290,194591000,0,26255000,2471000
MA,2659,690,180,56960000,0,7627000,336000
MA,2660,3500,1070,236611000,0,24693000,1259000
MA,2664,5440,1730,336448000,0,34383000,2400000
MA,2667,1630,430,116802000,0,12648000,1384000
MA,2668,1830,750,176080000,0,23338000,1592000
MA,2670,870,150,70226000,0,8993000,425000
MA,2671,700,170,57628000,0,7862000,391000
MA,2673,4960,1770,283063000,0,28609000,1748000
MA,2675,3750,1000,326882000,0,38482000,3273000
MA,2702,2200,1080,181754000,0,21299000,962000
MA,2703,23220,11670,1591328000,0,168012000,7963000
MA,2715,1910,1170,150079000,0,15407000,725000
MA,2717,2560,1270,197894000,0,20954000,788000
MA,2718,3620,1900,233455000,0,21974000,1138000
MA,2719,8300,3420,547319000,0,56853000,2451000
MA,2720,14810,6800,760235000,0,67869000,3131000
MA,2721,11730,6650,468925000,0,32483000,835000
MA,2723,6880,3800,263891000,0,18000000,343000
MA,2724,7780,4160,310629000,0,21560000,595000
MA,2725,1360,600,84308000,0,8192000,185000
MA,2726,8220,3770,577127000,0,58546000,2323000
MA,2738,2740,1370,346120000,0,51191000,6249000
MA,2739,3560,1500,424838000,0,63086000,4919000
MA,2740,19690,11120,852915000,0,66830000,2825000
MA,2743,5380,2530,372447000,0,37864000,1430000
MA,2744,5420,3670,208059000,0,13998000,584000
MA,2745,12540,5940,640565000,0,53277000,2150000
MA,2746,6740,4880,233079000,0,14465000,306000
MA,2747,9510,4520,741111000,0,86148000,3947000
MA,2748,5900,2500,619044000,20,89878000,6555000
MA,2760,14400,7980,1234032000,0,158098000,7549000
MA,2762,5150,2510,442657000,0,58649000,2296000
MA,2763,1150,640,108993000,0,13915000,608000
MA,2764,2100,1110,161845000,0,17287000,793000
MA,2766,9370,4500,807341000,0,101433000,4547000
MA,2767,7740,4180,640892000,0,77038000,3865000
MA,2769,6470,3270,671295000,50,91939000,5208000
MA,2770,2940,1580,274243000,50,33561000,2409000
MA,2771,8000,3950,667421000,0,79323000,4240000
MA,2777,8800,3930,650214000,0,70630000,2917000
MA,2779,3430,1880,280588000,0,31903000,1562000
MA,2780,26150,13110,1429285000,0,130810000,6360000
MA,2790,8690,3530,720253000,60,87908000,5113000
RI,2804,1470,700,96320000,0,9139000,543000
RI,2806,8240,5680,1522930000,0,275696000,41055000
RI,2808,1190,610,65047000,0,5481000,176000
RI,2809,10330,3940,826741000,0,100432000,8287000
RI,2812,670,360,52884000,0,5390000,274000
RI,2813,4260,1490,364492000,20,46295000,3162000
RI,2814,3940,1760,297589000,30,32800000,1314000
RI,2815,130,60,9292000,0,938000,0
RI,2816,17240,7700,1169738000,20,122377000,5917000
RI,2817,3290,1640,287841000,20,34189000,1507000
RI,2818,9920,5170,1367278000,0,229593000,12713000
RI,2822,3150,1390,268553000,40,34588000,1881000
RI,2825,2770,1310,208196000,40,22021000,1151000
RI,2827,1140,540,85318000,20,8827000,296000
RI,2828,3860,1780,317560000,0,36895000,2177000
RI,2830,3290,1520,231103000,0,24164000,1113000
RI,2831,2130,1080,216388000,0,30937000,1501000
RI,2832,2480,1160,175147000,0,17567000,766000
RI,2833,300,120,18021000,0,1460000,0
RI,2835,3040,1120,513339000,0,78762000,7699000
RI,2837,1800,710,167939000,30,20429000,1601000
RI,2838,1720,930,90321000,0,7694000,278000
RI,2839,960,490,59266000,0,5693000,133000
RI,2840,11240,3960,950917000,0,132013000,17304000
RI,2842,8690,3860,651217000,0,75547000,4721000
RI,2852,12560,5800,1220664000,0,167443000,14240000
RI,2857,4520,1950,378133000,40,45193000,2167000
RI,2858,330,170,21086000,0,1764000,0
RI,2859,3220,1670,199786000,0,18703000,752000
RI,2860,22440,13220,903726000,0,69179000,3338000
RI,2861,14310,6830,691028000,0,55348000,2753000
RI,2863,8390,6360,252686000,0,12249000,225000
RI,2864,18300,9450,1490608000,0,175687000,9131000
RI,2865,9240,4800,954939000,0,144248000,6203000
RI,2871,9350,4410,915400000,0,123278000,8071000
RI,2874,3130,1740,390325000,0,58754000,4298000
RI,2875,180,80,10839000,0,946000,0
RI,2876,710,230,46504000,0,4826000,132000
RI,2878,8420,3420,656304000,50,77807000,4245000
RI,2879,11050,4530,1031276000,30,135285000,9908000
RI,2881,1130,470,96886000,0,11541000,1201000
RI,2882,6390,1910,747494000,0,90664000,6575000
RI,2885,5680,2170,389513000,0,44436000,2707000
RI,2886,15530,6340,1124742000,0,129125000,7683000
RI,2888,10970,4280,690135000,0,68147000,4083000
RI,2889,15190,6510,930535000,0,93209000,6015000
RI,2891,11770,4610,863432000,0,100411000,6192000
RI,2892,2730,1420,228465000,30,25994000,1450000
RI,2893,15750,6910,839228000,0,80356000,3343000
RI,2894,440,220,25641000,0,2212000,75000
RI,2895,19570,10930,827379000,0,62419000,2323000
RI,2896,5350,2530,434155000,0,49559000,2502000
RI,2898,1120,470,80999000,0,7752000,397000
RI,2903,4290,750,483711000,0,83503000,9947000
RI,2904,15250,7330,775229000,0,68911000,4624000
RI,2905,12360,7680,582147000,0,56063000,3098000
RI,2906,12170,4030,1735274000,0,296054000,36301000
RI,2907,14010,10380,433650000,0,22495000,1068000
RI,2908,17250,10670,728705000,0,57864000,3929000
RI,2909,20330,14210,666789000,0,38784000,1672000
RI,2910,11760,5900,589051000,0,48657000,2797000
RI,2911,8310,3750,462874000,0,42498000,2029000
RI,2914,11150,4900,538550000,0,46286000,1957000
RI,2915,8980,3400,519888000,0,48377000,2243000
RI,2916,4570,1960,384221000,0,51216000,3163000
